DRG Definition,Provider ID,Provider Name,Provider City,Provider State,Provider Zip Code,Hospital Ownership,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,region cat,region cat num,income cat,income cat num,Median Home Value,median Household Income,Population,Population Density,Major City,State_y,Mortality national comparison_y,Safety of care national comparison_y,Readmission national comparison_y,Patient experience national comparison_y,Effectiveness of care national comparison_y,Timeliness of care national comparison_y,Efficient use of medical imaging national comparison_y,Hospital overall rating,Mortality national comparison_x,Safety of care national comparison_x,Readmission national comparison_x,Patient experience national comparison_x,Effectiveness of care national comparison_x,Timeliness of care national comparison_x,Efficient use of medical imaging national comparison_x,Hospital Type,Hospital Referral Region (HRR) Description,Hospital Name
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50036,BAKERSFIELD MEMORIAL HOSPITAL,BAKERSFIELD,CA,93301,Voluntary non-profit - Private,121,81372.02,17700.8,14722.64,suburban,2.0,low income,1.0,154700.0,31721.0,12248.0,2929.0,Bakersfield,CA,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Bakersfield,BAKERSFIELD MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50159,VENTURA COUNTY MEDICAL CENTER,VENTURA,CA,93003,Government - Local,32,80369.41,20959.38,19462.97,suburban,2.0,middle income,2.0,433300.0,67860.0,50474.0,2453.0,Ventura,CA,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Ventura,VENTURA COUNTY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50357,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,CA,93111,Voluntary non-profit - Other,358,79879.31,16327.27,12972.84,suburban,2.0,middle income,2.0,754000.0,95560.0,17370.0,2142.0,Santa Barbara,CA,,3.0,3.0,3.0,2.0,2.0,,5,Not Available,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Not Available,Acute Care Hospitals,CA - Santa Barbara,GOLETA VALLEY COTTAGE HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,SAN FRANCISCO,CA,94115,Voluntary non-profit - Private,389,79780.29,25055.98,18679.33,suburban,2.0,middle income,2.0,965800.0,76952.0,33021.0,29596.0,San Francisco,CA,3.0,3.0,2.0,1.0,2.0,1.0,2.0,5,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Francisco,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50444,MERCY MEDICAL CENTER,MERCED,CA,95340,Voluntary non-profit - Private,240,79524.65,17566.98,16147.37,rural,1.0,middle income,2.0,165800.0,47779.0,33931.0,854.0,Merced,CA,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Modesto,MERCY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,SANTA ROSA,CA,95403,Voluntary non-profit - Other,277,79416.59,23318.64,20497.5,suburban,2.0,middle income,2.0,346800.0,60394.0,45164.0,2052.0,Santa Rosa,CA,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Santa Rosa,SUTTER SANTA ROSA REGIONAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50309,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,95661,Voluntary non-profit - Other,419,78837.07,17597.1,14696.46,suburban,2.0,middle income,2.0,332300.0,69703.0,29791.0,3309.0,Roseville,CA,2.0,3.0,3.0,1.0,2.0,1.0,3.0,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Sacramento,SUTTER ROSEVILLE MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50498,SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,95603,Voluntary non-profit - Other,179,78499.3,18264.85,16016.78,rural,1.0,middle income,2.0,339200.0,57779.0,27844.0,713.0,Auburn,CA,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Sacramento,SUTTER AUBURN FAITH HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50133,RIDEOUT MEMORIAL HOSPITAL,MARYSVILLE,CA,95901,Government - Federal,71,78058.63,18593.73,17380.66,rural,1.0,low income,1.0,154600.0,40260.0,31314.0,159.0,Marysville,CA,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Sacramento,RIDEOUT MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50727,COMMUNITY HOSPITAL OF LONG BEACH,LONG BEACH,CA,90804,Voluntary non-profit - Private,13,76538.54,14491.23,13586.62,suburban,2.0,low income,1.0,340600.0,42672.0,40311.0,19061.0,Long Beach,CA,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,COMMUNITY HOSPITAL OF LONG BEACH
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50191,ST MARY MEDICAL CENTER,LONG BEACH,CA,90813,Voluntary non-profit - Church,12,74799.58,20636.0,19154.17,urban,3.0,low income,1.0,296200.0,31334.0,58911.0,18360.0,Long Beach,CA,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,ST MARY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50245,ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,CA,92324,Government - Local,16,74439.62,24974.06,22987.94,suburban,2.0,low income,1.0,160600.0,41198.0,56505.0,1915.0,Colton,CA,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Bernardino,ARROWHEAD REGIONAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50126,VALLEY PRESBYTERIAN HOSPITAL,VAN NUYS,CA,91406,Voluntary non-profit - Other,210,74431.39,19707.12,18044.08,urban,3.0,middle income,2.0,361600.0,49231.0,51558.0,6340.0,Van Nuys,CA,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,VALLEY PRESBYTERIAN HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50099,SAN ANTONIO REGIONAL HOSPITAL,UPLAND,CA,91786,Voluntary non-profit - Other,93,74000.08,14734.7,12838.6,urban,3.0,middle income,2.0,330100.0,51805.0,51165.0,5715.0,Upland,CA,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - San Bernardino,SAN ANTONIO REGIONAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50121,ADVENTIST HEALTH HANFORD,HANFORD,CA,93230,Voluntary non-profit - Church,152,73661.43,16340.58,14440.76,rural,1.0,middle income,2.0,182500.0,52611.0,65264.0,249.0,Hanford,CA,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Fresno,ADVENTIST HEALTH HANFORD
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,CA,95065,Voluntary non-profit - Private,134,72900.15,21969.37,19521.32,rural,1.0,middle income,2.0,659500.0,85156.0,8113.0,725.0,Santa Cruz,CA,,,3.0,3.0,2.0,,,5,Not Available,Not Available,Above the national average,Above the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Santa Cruz,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50775,TEMECULA VALLEY HOSPITAL,TEMECULA,CA,92592,Proprietary,127,72744.37,15221.93,12757.39,rural,1.0,middle income,2.0,322300.0,88355.0,72492.0,746.0,Temecula,CA,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,TEMECULA VALLEY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,VICTORVILLE,CA,92392,Voluntary non-profit - Private,42,72279.02,18608.21,16269.98,suburban,2.0,middle income,2.0,144000.0,58667.0,54858.0,1470.0,Victorville,CA,2.0,3.0,1.0,1.0,1.0,1.0,,1,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Not Available,Acute Care Hospitals,CA - San Bernardino,VICTOR VALLEY GLOBAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50776,COLLEGE MEDICAL CENTER,LONG BEACH,CA,90806,Proprietary,14,71558.07,17113.14,15825.36,suburban,2.0,low income,1.0,358400.0,42998.0,42399.0,12327.0,Long Beach,CA,2.0,3.0,1.0,1.0,2.0,1.0,,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - Los Angeles,COLLEGE MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50093,SAINT AGNES MEDICAL CENTER,FRESNO,CA,93710,Voluntary non-profit - Church,297,70623.49,16078.34,13693.19,suburban,2.0,low income,1.0,186400.0,42286.0,30202.0,4308.0,Fresno,CA,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1,Below the national average,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Fresno,SAINT AGNES MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,MORENO VALLEY,CA,92555,Government - Local,17,70422.0,23358.47,21894.24,rural,1.0,middle income,2.0,228300.0,73994.0,39076.0,484.0,Moreno Valley,CA,2.0,1.0,1.0,1.0,1.0,1.0,,1,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Not Available,Acute Care Hospitals,CA - San Bernardino,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,CA,92663,Voluntary non-profit - Private,36,70310.83,15428.5,13274.08,suburban,2.0,middle income,2.0,1000001.0,83550.0,21649.0,6557.0,Newport Beach,CA,3.0,2.0,1.0,3.0,2.0,2.0,1.0,4,Above the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Acute Care Hospitals,CA - Orange County,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50272,REDLANDS COMMUNITY HOSPITAL,REDLANDS,CA,92373,Government - Federal,199,70214.4,16010.87,13994.76,rural,1.0,middle income,2.0,361700.0,65649.0,33423.0,821.0,Redlands,CA,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Bernardino,REDLANDS COMMUNITY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50129,ST BERNARDINE MEDICAL CENTER,SAN BERNARDINO,CA,92404,Voluntary non-profit - Private,78,69863.1,17709.85,16167.21,suburban,2.0,low income,1.0,154400.0,37175.0,58271.0,2040.0,San Bernardino,CA,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - San Bernardino,ST BERNARDINE MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50740,MARINA DEL REY HOSPITAL,MARINA DEL REY,CA,90291,Proprietary,86,69688.9,15134.19,13092.28,suburban,2.0,middle income,2.0,992700.0,79736.0,28341.0,11359.0,Venice,CA,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,MARINA DEL REY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50724,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD,CA,93308,Proprietary,69,69315.03,14902.59,13144.13,rural,1.0,low income,1.0,170900.0,42543.0,52447.0,166.0,Bakersfield,CA,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Bakersfield,BAKERSFIELD HEART HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50115,PALOMAR HEALTH DOWNTOWN CAMPUS,ESCONDIDO,CA,92025,Government - Hospital District or Authority,297,68699.36,14130.78,12265.49,suburban,2.0,middle income,2.0,404000.0,45983.0,49978.0,2268.0,Escondido,CA,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - San Diego,PALOMAR HEALTH DOWNTOWN CAMPUS
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50492,CLOVIS COMMUNITY MEDICAL CENTER,CLOVIS,CA,93611,Voluntary non-profit - Private,157,67867.1,15628.65,13720.23,suburban,2.0,middle income,2.0,254400.0,78482.0,45614.0,4075.0,Clovis,CA,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Fresno,CLOVIS COMMUNITY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50261,SIERRA VIEW MEDICAL CENTER,PORTERVILLE,CA,93257,Voluntary non-profit - Private,62,67620.79,17647.5,15079.0,rural,1.0,low income,1.0,148400.0,40851.0,75004.0,169.0,Porterville,CA,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Bakersfield,SIERRA VIEW MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,SANTA MONICA,CA,90404,Voluntary non-profit - Private,1140,65317.84,15134.73,11902.76,suburban,2.0,middle income,2.0,622000.0,59695.0,21360.0,10723.0,Santa Monica,CA,3.0,3.0,1.0,1.0,2.0,1.0,2.0,4,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,PROVIDENCE SAINT JOHN'S HEALTH CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,SAN DIEGO,CA,92103,Voluntary non-profit - Other,294,64792.39,21494.96,18294.11,suburban,2.0,middle income,2.0,546800.0,62092.0,31066.0,8245.0,San Diego,CA,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50168,ST JUDE MEDICAL CENTER,FULLERTON,CA,92835,Voluntary non-profit - Church,292,64386.77,15488.2,12190.76,suburban,2.0,middle income,2.0,646200.0,97723.0,24010.0,3985.0,Fullerton,CA,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3,Same as the national average,Below the national average,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Orange County,ST JUDE MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50167,SAN JOAQUIN GENERAL HOSPITAL,FRENCH CAMP,CA,95231,Government - Local,24,63070.29,25510.12,24109.08,rural,1.0,low income,1.0,122400.0,37258.0,4374.0,413.0,French Camp,CA,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Stockton,SAN JOAQUIN GENERAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50597,FOOTHILL PRESBYTERIAN HOSPITAL,GLENDORA,CA,91740,Voluntary non-profit - Private,27,62765.89,15850.41,14588.33,suburban,2.0,middle income,2.0,373800.0,66880.0,25356.0,5094.0,Glendora,CA,2.0,1.0,1.0,2.0,2.0,1.0,,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - Los Angeles,FOOTHILL PRESBYTERIAN HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50701,SOUTHWEST HEALTHCARE SYSTEM,MURRIETA,CA,92562,Proprietary,89,62582.13,16668.54,14047.25,rural,1.0,middle income,2.0,290900.0,75053.0,62079.0,568.0,Murrieta,CA,2.0,1.0,1.0,1.0,2.0,1.0,,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - San Diego,SOUTHWEST HEALTHCARE SYSTEM
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50110,LOMPOC VALLEY MEDICAL CENTER,LOMPOC,CA,93436,Government - Hospital District or Authority,55,60916.8,16900.38,15426.6,rural,1.0,middle income,2.0,257500.0,52032.0,54017.0,247.0,Lompoc,CA,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Santa Barbara,LOMPOC VALLEY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,BRAWLEY,CA,92227,Government - Hospital District or Authority,100,60609.32,17383.15,16087.87,rural,1.0,low income,1.0,150900.0,42614.0,26234.0,49.0,Brawley,CA,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,PIONEERS MEMORIAL HEALTHCARE DISTRICT
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50485,LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,CA,90806,Voluntary non-profit - Other,292,60087.69,18459.52,14473.58,suburban,2.0,low income,1.0,358400.0,42998.0,42399.0,12327.0,Long Beach,CA,3.0,3.0,3.0,2.0,1.0,1.0,2.0,4,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,LONG BEACH MEMORIAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50636,POMERADO HOSPITAL,POWAY,CA,92064,Government - Hospital District or Authority,177,59850.5,13190.54,11613.94,suburban,2.0,middle income,2.0,495800.0,93750.0,47904.0,1170.0,Poway,CA,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,POMERADO HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,VALLEJO,CA,94589,Voluntary non-profit - Other,27,59260.48,31326.63,9778.78,suburban,2.0,middle income,2.0,181600.0,56068.0,29876.0,2607.0,Vallejo,CA,2.0,3.0,2.0,2.0,2.0,,,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - San Francisco,KAISER FOUNDATION HOSPITAL AND REHAB CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50603,SADDLEBACK MEMORIAL MEDICAL CENTER,LAGUNA HILLS,CA,92653,Voluntary non-profit - Private,142,59198.36,14959.88,10713.01,suburban,2.0,middle income,2.0,570200.0,91878.0,29291.0,4374.0,Laguna Hills,CA,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Orange County,MEMORIALCARE SADDLEBACK MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,SANTA MONICA,CA,90404,Voluntary non-profit - Private,265,58546.09,18429.65,15085.43,suburban,2.0,middle income,2.0,622000.0,59695.0,21360.0,10723.0,Santa Monica,CA,3.0,3.0,1.0,3.0,2.0,1.0,2.0,5,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50678,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,CA,92708,Proprietary,110,57848.76,16567.85,13664.91,urban,3.0,middle income,2.0,604100.0,80619.0,56004.0,6181.0,Fountain Valley,CA,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Acute Care Hospitals,CA - Orange County,ORANGE COAST MEMORIAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50568,MADERA COMMUNITY HOSPITAL,MADERA,CA,93637,Voluntary non-profit - Other,23,57842.7,18820.91,17680.22,rural,1.0,middle income,2.0,165200.0,48974.0,37743.0,140.0,Madera,CA,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2,Same as the national average,Below the national average,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Fresno,MADERA COMMUNITY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50045,EL CENTRO REGIONAL MEDICAL CENTER,EL CENTRO,CA,92243,Government - Local,89,57573.29,16384.36,14970.13,rural,1.0,low income,1.0,148400.0,42618.0,48030.0,436.0,El Centro,CA,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,EL CENTRO REGIONAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50748,KAISER FOUNDATION HOSPITAL MANTECA,MANTECA,CA,95337,Voluntary non-profit - Private,22,55787.32,30963.18,6976.41,rural,1.0,middle income,2.0,247900.0,64813.0,31557.0,693.0,Manteca,CA,,2.0,,1.0,2.0,,,3,Not Available,Same as the national average,Not Available,Below the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Stockton,KAISER FOUNDATION HOSPITAL MANTECA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,SAN FRANCISCO,CA,94115,Voluntary non-profit - Other,22,54227.73,35587.41,6206.77,suburban,2.0,middle income,2.0,965800.0,76952.0,33021.0,29596.0,San Francisco,CA,,3.0,,2.0,2.0,,,4,Not Available,Above the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - San Francisco,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,COVINA,CA,91723,Proprietary,97,53909.31,18097.12,15320.34,suburban,2.0,middle income,2.0,367300.0,61348.0,18275.0,7877.0,Covina,CA,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Los Angeles,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
