,Unnamed: 0,DRG,Provider Id,Name,Provider Street Address,City_x,State_x,Zip Code,Region,Discharges,List Price,Average Total,Average Medicare,Latitude,Longitude,Per Capita Income,Poverty Rate,Median Age,Hospital Name,Zipcode,Score,Score Range,Rank,Rank Range,Function,City_y,State_y,Score Percentile,Rank Percentile
1194,9282,638 - DIABETES W CC,360179,BETHESDA NORTH,10500 MONTGOMERY ROAD,CINCINNATI,OH,45242,OH - Cincinnati,24,18652.42,5545.12,4239.71,40.2862,-82.7937,26046,15.35857983,39.0,BETHESDA NORTH,45242,3.1,5,45,91,Star Ratings,CINCINNATI,OH,0.62,0.494505495
1195,9283,638 - DIABETES W CC,360180,CLEVELAND CLINIC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,OH - Cleveland,63,27939.25,8132.24,5129.81,40.2862,-82.7937,26046,15.35857983,39.0,CLEVELAND CLINIC,44195,4.3,5,79,91,Star Ratings,CLEVELAND,OH,0.86,0.868131868
1196,9284,638 - DIABETES W CC,360197,MARY RUTAN HOSPITAL,205 PALMER AVENUE,BELLEFONTAINE,OH,43311,OH - Columbus,12,13060.08,7229.92,6405.75,40.2862,-82.7937,26046,15.35857983,39.0,MARY RUTAN HOSPITAL,43311,4.1,5,74,91,Star Ratings,BELLEFONTAINE,OH,0.82,0.813186813
1197,9285,638 - DIABETES W CC,360211,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,380 SUMMIT AVENUE,STEUBENVILLE,OH,43952,PA - Pittsburgh,13,11219.15,5296.85,3591.15,40.2862,-82.7937,26046,15.35857983,39.0,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,43952,3.2,5,48,91,Star Ratings,STEUBENVILLE,OH,0.64,0.527472527
1198,9286,638 - DIABETES W CC,360218,LICKING MEMORIAL HOSPITAL,1320 WEST MAIN STREET,NEWARK,OH,43055,OH - Columbus,21,14258.95,5407.1,4386.05,40.2862,-82.7937,26046,15.35857983,39.0,LICKING MEMORIAL HOSPITAL,43055,3.0,5,44,91,Star Ratings,NEWARK,OH,0.6,0.48351648399999997
1199,9287,638 - DIABETES W CC,360230,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124,OH - Cleveland,34,16909.56,5019.88,3940.85,40.2862,-82.7937,26046,15.35857983,39.0,HILLCREST HOSPITAL,44124,3.2,5,48,91,Star Ratings,MAYFIELD HEIGHTS,OH,0.64,0.527472527
1200,9288,638 - DIABETES W CC,360234,MERCY HEALTH - WEST HOSPITAL,3300 MERCY HEALTH BLVD,CINCINNATI,OH,45211,OH - Cincinnati,26,22122.42,5128.46,4238.81,40.2862,-82.7937,26046,15.35857983,39.0,MERCY HEALTH - WEST HOSPITAL,45211,3.3,5,52,91,Star Ratings,CINCINNATI,OH,0.66,0.571428571
1201,9289,638 - DIABETES W CC,360236,MERCY HOSPITAL CLERMONT,3000 HOSPITAL DRIVE,BATAVIA,OH,45103,OH - Cincinnati,21,16216.95,5176.19,4220.1,40.2862,-82.7937,26046,15.35857983,39.0,MERCY HOSPITAL CLERMONT,45103,3.7,5,61,91,Star Ratings,BATAVIA,OH,0.74,0.67032967
1202,9290,638 - DIABETES W CC,360239,SYCAMORE MEDICAL CENTER,4000 MIAMISBURG-CENTERVILLE ROAD,MIAMISBURG,OH,45342,OH - Kettering,20,22778.7,6075.8,4757.9,40.2862,-82.7937,26046,15.35857983,39.0,SYCAMORE MEDICAL CENTER,45342,4.1,5,73,91,Star Ratings,MIAMISBURG,OH,0.82,0.802197802
1203,9291,638 - DIABETES W CC,360276,ST ELIZABETH BOARDMAN HEALTH CENTER,8401 MARKET STREET,BOARDMAN,OH,44512,OH - Youngstown,24,21547.75,4691.67,3767.21,40.2862,-82.7937,26046,15.35857983,39.0,ST ELIZABETH BOARDMAN HEALTH CENTER,44512,3.7,5,62,91,Star Ratings,BOARDMAN,OH,0.74,0.6813186809999999
1204,9292,638 - DIABETES W CC,360354,"WEST CHESTER HOSPITAL, LLC",7700 UNIVERSITY DRIVE,WEST CHESTER,OH,45069,OH - Cincinnati,21,25667.71,5136.62,3708.38,40.2862,-82.7937,26046,15.35857983,39.0,"WEST CHESTER HOSPITAL, LLC",45069,4.4,5,81,91,Star Ratings,WEST CHESTER,OH,0.88,0.89010989
1205,9293,638 - DIABETES W CC,360359,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,3999 RICHMOND ROAD,BEACHWOOD,OH,44122,OH - Cleveland,14,17390.14,4400.93,3123.93,40.2862,-82.7937,26046,15.35857983,39.0,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,44122,2.8,5,38,91,Star Ratings,BEACHWOOD,OH,0.56,0.41758241799999996
1206,9294,638 - DIABETES W CC,360360,SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,BEAVER CREEK,OH,45431,OH - Dayton,16,23607.31,5747.81,3419.06,40.2862,-82.7937,26046,15.35857983,39.0,"SOIN MEDICAL CENTER,INDU & RAJ SOIN MEDICAL CENTER",45431,3.5,5,58,91,Star Ratings,BEAVER CREEK,OH,0.7,0.6373626370000001
1207,9295,638 - DIABETES W CC,370001,HILLCREST MEDICAL CENTER,1120 SOUTH UTICA AVENUE,TULSA,OK,74104,OK - Tulsa,42,32548.07,6561.57,5403.55,35.5889,-97.4943,24208,16.34245017,36.2,HILLCREST MEDICAL CENTER,74104,1.7,5,13,91,Star Ratings,TULSA,OK,0.34,0.14285714300000002
1208,9296,638 - DIABETES W CC,370008,NORMAN REGIONAL,901 NORTH PORTER,NORMAN,OK,73070,OK - Oklahoma City,35,30660.4,5524.2,3880.29,35.5889,-97.4943,24208,16.34245017,36.2,NORMAN REGIONAL HEALTH SYSTEM,73070,3.3,5,53,91,Star Ratings,NORMAN,OK,0.66,0.582417582
1209,9297,638 - DIABETES W CC,370013,"MERCY HOSPITAL OKLAHOMA CITY, INC",4300 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,OK - Oklahoma City,21,23848.33,5522.38,3815.67,35.5889,-97.4943,24208,16.34245017,36.2,"MERCY HOSPITAL OKLAHOMA CITY, INC",73120,3.3,5,51,91,Star Ratings,OKLAHOMA CITY,OK,0.66,0.56043956
1210,9298,638 - DIABETES W CC,370014,ALLIANCEHEALTH DURANT,1800 UNIVERSITY BOULEVARD,DURANT,OK,74702,TX - Dallas,32,47657.66,5310.84,4573.22,35.5889,-97.4943,24208,16.34245017,36.2,MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA,74702,1.9,5,20,91,Star Ratings,DURANT,OK,0.38,0.21978022
1211,9299,638 - DIABETES W CC,370022,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1200 EAST PECAN ST,ALTUS,OK,73523,OK - Oklahoma City,12,17992.0,5581.67,4489.67,35.5889,-97.4943,24208,16.34245017,36.2,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,73523,3.9,5,70,91,Star Ratings,ALTUS,OK,0.78,0.7692307690000001
1212,9300,638 - DIABETES W CC,370023,"DUNCAN REGIONAL HOSPITAL, INC",1407 WHISENANT DRIVE,DUNCAN,OK,73533,OK - Lawton,14,12418.21,4903.71,4063.71,35.5889,-97.4943,24208,16.34245017,36.2,"DUNCAN REGIONAL HOSPITAL, INC",73533,4.3,5,77,91,Star Ratings,DUNCAN,OK,0.86,0.846153846
1213,9301,638 - DIABETES W CC,370025,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,OK - Tulsa,17,18215.35,4820.53,3746.65,35.5889,-97.4943,24208,16.34245017,36.2,EASTAR HEALTH SYSTEM,74401,1.7,5,12,91,Star Ratings,MUSKOGEE,OK,0.34,0.131868132
1214,9302,638 - DIABETES W CC,370026,ST MARY'S REGIONAL MEDICAL CENTER,305 SOUTH 5TH STREET,ENID,OK,73701,OK - Oklahoma City,12,31294.08,4402.08,3531.75,35.5889,-97.4943,24208,16.34245017,36.2,ST MARY'S REGIONAL MEDICAL CENTER,73701,3.8,5,65,91,Star Ratings,ENID,OK,0.76,0.7142857140000001
1215,9303,638 - DIABETES W CC,370028,"INTEGRIS BAPTIST MEDICAL CENTER, INC",3300 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,OK,73112,OK - Oklahoma City,31,29210.32,7308.55,5102.35,35.5889,-97.4943,24208,16.34245017,36.2,INTEGRIS BAPTIST MEDICAL CENTER,73112,3.6,5,60,91,Star Ratings,OKLAHOMA CITY,OK,0.72,0.6593406589999999
1216,9304,638 - DIABETES W CC,370037,ST ANTHONY HOSPITAL,1000 NORTH LEE AVENUE,OKLAHOMA CITY,OK,73101,OK - Oklahoma City,41,25475.73,6752.66,5634.22,35.5889,-97.4943,24208,16.34245017,36.2,ST ANTHONY HOSPITAL,73101,3.8,5,65,91,Star Ratings,OKLAHOMA CITY,OK,0.76,0.7142857140000001
1217,9305,638 - DIABETES W CC,370047,"MERCY HOSPITAL ARDMORE, INC","1011 FOURTEENTH AVENUE, NORTHWEST",ARDMORE,OK,73401,OK - Oklahoma City,22,21898.59,5661.59,4351.36,35.5889,-97.4943,24208,16.34245017,36.2,"MERCY HOSPITAL ARDMORE, INC",73401,3.3,5,51,91,Star Ratings,ARDMORE,OK,0.66,0.56043956
1218,9306,638 - DIABETES W CC,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BLVD,LAWTON,OK,73505,OK - Lawton,18,17434.44,4976.28,3953.5,35.5889,-97.4943,24208,16.34245017,36.2,COMANCHE COUNTY MEMORIAL HOSPITAL,73505,3.8,5,66,91,Star Ratings,LAWTON,OK,0.76,0.725274725
1219,9307,638 - DIABETES W CC,370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST 9TH STREET,TULSA,OK,74127,OK - Tulsa,25,22512.72,7747.44,5835.2,35.5889,-97.4943,24208,16.34245017,36.2,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,74127,2.3,5,27,91,Star Ratings,TULSA,OK,0.46,0.296703297
1220,9308,638 - DIABETES W CC,370089,NORTHEASTERN HEALTH SYSTEM,1400 EAST DOWNING STREET,TAHLEQUAH,OK,74465,OK - Tulsa,11,15159.18,5228.55,4052.64,35.5889,-97.4943,24208,16.34245017,36.2,NORTHEASTERN HEALTH SYSTEM,74465,2.9,5,42,91,Star Ratings,TAHLEQUAH,OK,0.58,0.46153846200000004
1221,9309,638 - DIABETES W CC,370091,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,TULSA,OK,74136,OK - Tulsa,51,21854.65,6043.1,3833.27,35.5889,-97.4943,24208,16.34245017,36.2,"SAINT FRANCIS HOSPITAL, INC",74136,3.4,5,56,91,Star Ratings,TULSA,OK,0.68,0.615384615
1222,9310,638 - DIABETES W CC,370093,O U MEDICINE,700 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OK - Oklahoma City,33,37570.91,8974.27,7240.45,35.5889,-97.4943,24208,16.34245017,36.2,O U MEDICAL CENTER,73104,2.3,5,27,91,Star Ratings,OKLAHOMA CITY,OK,0.46,0.296703297
1223,9311,638 - DIABETES W CC,370094,ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,OK - Oklahoma City,25,38234.12,4895.28,4006.0,35.5889,-97.4943,24208,16.34245017,36.2,MIDWEST REGIONAL MEDICAL CENTER,73110,1.3,5,5,91,Star Ratings,MIDWEST CITY,OK,0.26,0.054945055
1224,9312,638 - DIABETES W CC,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OK,73109,OK - Oklahoma City,25,26430.0,5691.92,4958.36,35.5889,-97.4943,24208,16.34245017,36.2,INTEGRIS SOUTHWEST MEDICAL CENTER,73109,2.8,5,40,91,Star Ratings,OKLAHOMA CITY,OK,0.56,0.43956044
1225,9313,638 - DIABETES W CC,370114,"ST JOHN MEDICAL CENTER, INC",1923 SOUTH UTICA AVENUE,TULSA,OK,74104,OK - Tulsa,46,15493.3,5333.22,4122.37,35.5889,-97.4943,24208,16.34245017,36.2,"ST JOHN MEDICAL CENTER, INC",74104,2.4,5,30,91,Star Ratings,TULSA,OK,0.48,0.32967033
1226,9314,638 - DIABETES W CC,370149,ST ANTHONY SHAWNEE HOSPITAL,1102 W MACARTHUR,SHAWNEE,OK,74804,OK - Oklahoma City,12,13273.5,4988.83,4008.83,35.5889,-97.4943,24208,16.34245017,36.2,ST ANTHONY SHAWNEE HOSPITAL,74804,4.0,5,72,91,Star Ratings,SHAWNEE,OK,0.8,0.791208791
1227,9315,638 - DIABETES W CC,370171,W W HASTINGS INDIAN HOSPITAL,100 S BLISS AVENUE,TAHLEQUAH,OK,74464,OK - Tulsa,12,7453.25,7994.33,7012.0,35.5889,-97.4943,24208,16.34245017,36.2,W W HASTINGS INDIAN HOSPITAL,74464,3.8,5,67,91,Star Ratings,TAHLEQUAH,OK,0.76,0.736263736
1228,9316,638 - DIABETES W CC,370173,CLAREMORE INDIAN HOSPITAL,101 SOUTH MOORE AVE,CLAREMORE,OK,74017,OK - Tulsa,14,13729.71,7284.14,6442.14,35.5889,-97.4943,24208,16.34245017,36.2,CLAREMORE INDIAN HOSPITAL,74017,3.5,5,58,91,Star Ratings,CLAREMORE,OK,0.7,0.6373626370000001
1229,9317,638 - DIABETES W CC,370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,OK - Tulsa,18,6518.44,5318.72,4030.61,35.5889,-97.4943,24208,16.34245017,36.2,MEMORIAL HOSPITAL,74960,2.9,5,41,91,Star Ratings,STILWELL,OK,0.58,0.450549451
1230,9318,638 - DIABETES W CC,370180,CHICKASAW NATION MEDICAL CENTER,1921 STONECIPHER BLVD,ADA,OK,74820,OK - Oklahoma City,11,10362.18,7106.0,6154.0,35.5889,-97.4943,24208,16.34245017,36.2,CHICKASAW NATION MEDICAL CENTER,74820,4.4,5,81,91,Star Ratings,ADA,OK,0.88,0.89010989
1231,9319,638 - DIABETES W CC,370202,HILLCREST HOSPITAL SOUTH,8801 SOUTH 101ST EAST AVENUE,TULSA,OK,74133,OK - Tulsa,25,35920.16,5405.28,3854.04,35.5889,-97.4943,24208,16.34245017,36.2,HILLCREST HOSPITAL SOUTH,74133,2.3,5,26,91,Star Ratings,TULSA,OK,0.46,0.28571428600000004
1232,9320,638 - DIABETES W CC,370218,"SAINT FRANCIS HOSPITAL SOUTH, LLC",10501 EAST 91ST STREET SOUTH,TULSA,OK,74133,OK - Tulsa,12,21585.75,5814.5,3526.42,35.5889,-97.4943,24208,16.34245017,36.2,"SAINT FRANCIS HOSPITAL SOUTH, LLC",74133,3.3,5,51,91,Star Ratings,TULSA,OK,0.66,0.56043956
1233,9322,638 - DIABETES W CC,380004,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,OR - Portland,12,18273.42,6833.42,5946.92,43.9336,-120.5583,26809,15.89098826,38.7,PROVIDENCE ST VINCENT MEDICAL CENTER,97225,3.2,5,48,91,Star Ratings,PORTLAND,OR,0.64,0.527472527
1234,9323,638 - DIABETES W CC,380007,LEGACY EMANUEL MEDICAL CENTER,2801 N GANTENBEIN AVENUE,PORTLAND,OR,97227,OR - Portland,17,21739.71,9784.65,8769.71,43.9336,-120.5583,26809,15.89098826,38.7,LEGACY EMANUEL MEDICAL CENTER,97227,3.2,5,48,91,Star Ratings,PORTLAND,OR,0.64,0.527472527
1235,9324,638 - DIABETES W CC,380009,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97239,OR - Portland,12,16354.67,9501.67,7756.92,43.9336,-120.5583,26809,15.89098826,38.7,OHSU HOSPITAL AND CLINICS,97239,3.6,5,59,91,Star Ratings,PORTLAND,OR,0.72,0.648351648
1236,9325,638 - DIABETES W CC,380018,ASANTE ROGUE REGIONAL MEDICAL CENTER,2825 E BARNETT ROAD,MEDFORD,OR,97504,OR - Medford,24,28363.25,5766.96,4461.17,43.9336,-120.5583,26809,15.89098826,38.7,ASANTE ROGUE REGIONAL MEDICAL CENTER,97504,3.1,5,46,91,Star Ratings,MEDFORD,OR,0.62,0.505494505
1237,9326,638 - DIABETES W CC,380027,MERCY MEDICAL CENTER,2700 NW STEWART PARKWAY,ROSEBURG,OR,97471,OR - Eugene,24,18698.17,6794.83,5865.0,43.9336,-120.5583,26809,15.89098826,38.7,MERCY MEDICAL CENTER,97471,2.3,5,27,91,Star Ratings,ROSEBURG,OR,0.46,0.296703297
1238,9327,638 - DIABETES W CC,380047,ST CHARLES BEND,2500 NE NEFF ROAD,BEND,OR,97701,OR - Bend,14,23229.14,6141.64,4911.36,43.9336,-120.5583,26809,15.89098826,38.7,ST CHARLES MEDICAL CENTER - BEND,97701,2.9,5,41,91,Star Ratings,BEND,OR,0.58,0.450549451
1239,9328,638 - DIABETES W CC,380050,SKY LAKES MEDICAL CENTER,2865 DAGGETT AVENUE,KLAMATH FALLS,OR,97601,OR - Medford,15,30129.53,7107.8,5736.87,43.9336,-120.5583,26809,15.89098826,38.7,SKY LAKES MEDICAL CENTER,97601,2.7,5,36,91,Star Ratings,KLAMATH FALLS,OR,0.54,0.395604396
1240,9329,638 - DIABETES W CC,380051,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,OR - Salem,30,18329.7,6522.7,5560.43,43.9336,-120.5583,26809,15.89098826,38.7,SALEM HOSPITAL,97301,3.9,5,70,91,Star Ratings,SALEM,OR,0.78,0.7692307690000001
1241,9330,638 - DIABETES W CC,380060,ADVENTIST MEDICAL CENTER,10123 SE MARKET STREET,PORTLAND,OR,97216,OR - Portland,14,13898.21,6850.43,5049.79,43.9336,-120.5583,26809,15.89098826,38.7,ADVENTIST MEDICAL CENTER,97216,3.3,5,51,91,Star Ratings,PORTLAND,OR,0.66,0.56043956
1242,9331,638 - DIABETES W CC,380061,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,PORTLAND,OR,97213,OR - Portland,33,15348.52,7014.12,6573.82,43.9336,-120.5583,26809,15.89098826,38.7,PROVIDENCE PORTLAND MEDICAL CENTER,97213,3.7,5,62,91,Star Ratings,PORTLAND,OR,0.74,0.6813186809999999
1243,9332,638 - DIABETES W CC,380075,PROVIDENCE MEDFORD MEDICAL CENTER,1111 CRATER LAKE AVENUE,MEDFORD,OR,97504,OR - Medford,13,16545.92,7245.08,4099.62,43.9336,-120.5583,26809,15.89098826,38.7,PROVIDENCE MEDFORD MEDICAL CENTER,97504,3.2,5,48,91,Star Ratings,MEDFORD,OR,0.64,0.527472527
1244,9333,638 - DIABETES W CC,380090,BAY AREA HOSPITAL,1775 THOMPSON ROAD,COOS BAY,OR,97420,OR - Eugene,12,24742.92,7853.58,6738.0,43.9336,-120.5583,26809,15.89098826,38.7,BAY AREA HOSPITAL,97420,3.2,5,48,91,Star Ratings,COOS BAY,OR,0.64,0.527472527
1245,9334,638 - DIABETES W CC,380102,SACRED HEART MEDICAL CENTER - RIVERBEND,3333 RIVERBEND DRIVE,SPRINGFIELD,OR,97477,OR - Eugene,26,21034.96,6215.85,5219.73,43.9336,-120.5583,26809,15.89098826,38.7,SACRED HEART MEDICAL CENTER - RIVERBEND,97477,3.1,5,46,91,Star Ratings,SPRINGFIELD,OR,0.62,0.505494505
1246,9335,638 - DIABETES W CC,390001,GEISINGER-COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,18510,PA - Scranton,16,30256.75,5005.25,4268.5,40.8781,-77.7996,28502,12.87228777,40.3,GEISINGER - COMMUNITY MEDICAL CENTER,18510,2.6,5,34,91,Star Ratings,SCRANTON,PA,0.52,0.373626374
1247,9336,638 - DIABETES W CC,390002,UPMC MCKEESPORT,1500 FIFTH AVENUE,MC KEESPORT,PA,15132,PA - Pittsburgh,25,22789.16,8369.4,5874.84,40.8781,-77.7996,28502,12.87228777,40.3,UPMC MCKEESPORT,15132,2.9,5,42,91,Star Ratings,MC KEESPORT,PA,0.58,0.46153846200000004
1248,9337,638 - DIABETES W CC,390004,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,PA - Harrisburg,22,24583.14,5358.5,3784.36,40.8781,-77.7996,28502,12.87228777,40.3,HOLY SPIRIT HOSPITAL,17011,3.1,5,45,91,Star Ratings,CAMP HILL,PA,0.62,0.494505495
1249,9338,638 - DIABETES W CC,390006,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,PA - Danville,43,49234.98,9225.33,6262.98,40.8781,-77.7996,28502,12.87228777,40.3,GEISINGER MEDICAL CENTER,17822,3.8,5,65,91,Star Ratings,DANVILLE,PA,0.76,0.7142857140000001
1250,9339,638 - DIABETES W CC,390012,LANSDALE HOSPITAL,100 MEDICAL CAMPUS DRIVE,LANSDALE,PA,19446,PA - Philadelphia,14,19685.14,4912.64,4264.64,40.8781,-77.7996,28502,12.87228777,40.3,LANSDALE HOSPITAL,19446,3.6,5,59,91,Star Ratings,LANSDALE,PA,0.72,0.648351648
1251,9340,638 - DIABETES W CC,390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,PHILADELPHIA,PA,19118,PA - Philadelphia,18,60388.72,6359.44,5706.11,40.8781,-77.7996,28502,12.87228777,40.3,CHESTNUT HILL HOSPITAL,19118,2.3,5,27,91,Star Ratings,PHILADELPHIA,PA,0.46,0.296703297
1252,9341,638 - DIABETES W CC,390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,PA - Philadelphia,49,68288.92,12417.8,8743.33,40.8781,-77.7996,28502,12.87228777,40.3,TEMPLE UNIVERSITY HOSPITAL,19140,2.4,5,30,91,Star Ratings,PHILADELPHIA,PA,0.48,0.32967033
1253,9342,638 - DIABETES W CC,390028,UPMC MERCY,1400 LOCUST STREET,PITTSBURGH,PA,15219,PA - Pittsburgh,27,20414.52,8125.48,5215.48,40.8781,-77.7996,28502,12.87228777,40.3,UPMC MERCY,15219,2.3,5,26,91,Star Ratings,PITTSBURGH,PA,0.46,0.28571428600000004
1254,9343,638 - DIABETES W CC,390031,LEHIGH VALLEY HOSPITAL-SCHUYLKILL E. NORWEGIAN STR,700 EAST NORWEGIAN STREET,POTTSVILLE,PA,17901,PA - Reading,27,12406.7,5200.96,4088.63,40.8781,-77.7996,28502,12.87228777,40.3,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,17901,2.9,5,41,91,Star Ratings,POTTSVILLE,PA,0.58,0.450549451
1255,9344,638 - DIABETES W CC,390036,HERITAGE VALLEY BEAVER,1000 DUTCH RIDGE ROAD,BEAVER,PA,15009,PA - Pittsburgh,14,11261.86,5799.93,4199.43,40.8781,-77.7996,28502,12.87228777,40.3,HERITAGE VALLEY BEAVER,15009,2.6,5,34,91,Star Ratings,BEAVER,PA,0.52,0.373626374
1256,9345,638 - DIABETES W CC,390037,HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,SEWICKLEY,PA,15143,PA - Pittsburgh,14,11028.93,4505.5,3665.5,40.8781,-77.7996,28502,12.87228777,40.3,HERITAGE VALLEY SEWICKLEY,15143,3.4,5,55,91,Star Ratings,SEWICKLEY,PA,0.68,0.604395604
1257,9346,638 - DIABETES W CC,390041,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,PA - Pittsburgh,18,9691.33,5463.72,4735.72,40.8781,-77.7996,28502,12.87228777,40.3,UNIONTOWN HOSPITAL,15401,3.3,5,50,91,Star Ratings,UNIONTOWN,PA,0.66,0.549450549
1258,9348,638 - DIABETES W CC,390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,700 HIGH STREET,WILLIAMSPORT,PA,17701,PA - Danville,19,17487.05,5026.84,3985.42,40.8781,-77.7996,28502,12.87228777,40.3,WILLIAMSPORT REGIONAL MEDICAL CENTER,17701,3.5,5,58,91,Star Ratings,WILLIAMSPORT,PA,0.7,0.6373626370000001
1259,9349,638 - DIABETES W CC,390046,YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,PA - York,45,15881.0,6777.0,4757.49,40.8781,-77.7996,28502,12.87228777,40.3,YORK HOSPITAL,17403,2.6,5,34,91,Star Ratings,YORK,PA,0.52,0.373626374
1260,9350,638 - DIABETES W CC,390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,PA - Allentown,35,35382.46,7097.34,5539.86,40.8781,-77.7996,28502,12.87228777,40.3,ST LUKE'S HOSPITAL BETHLEHEM,18015,2.9,5,41,91,Star Ratings,BETHLEHEM,PA,0.58,0.450549451
1261,9351,638 - DIABETES W CC,390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,PA - Pittsburgh,25,25588.2,8784.36,5322.8,40.8781,-77.7996,28502,12.87228777,40.3,ALLEGHENY GENERAL HOSPITAL,15212,2.5,5,31,91,Star Ratings,PITTSBURGH,PA,0.5,0.340659341
1262,9352,638 - DIABETES W CC,390056,J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE,HUNTINGDON,PA,16652,PA - Altoona,11,7944.64,5398.27,4441.18,40.8781,-77.7996,28502,12.87228777,40.3,J C BLAIR MEMORIAL HOSPITAL,16652,3.5,5,58,91,Star Ratings,HUNTINGDON,PA,0.7,0.6373626370000001
1263,9353,638 - DIABETES W CC,390057,GRAND VIEW HOSPITAL,700 LAWN AVENUE,SELLERSVILLE,PA,18960,PA - Allentown,16,20966.56,5085.56,4019.81,40.8781,-77.7996,28502,12.87228777,40.3,GRAND VIEW HOSPITAL,18960,3.3,5,53,91,Star Ratings,SELLERSVILLE,PA,0.66,0.582417582
1264,9354,638 - DIABETES W CC,390063,UPMC HAMOT,201 STATE STREET,ERIE,PA,16550,PA - Erie,32,36006.97,5587.62,4435.19,40.8781,-77.7996,28502,12.87228777,40.3,UPMC HAMOT,16550,2.8,5,38,91,Star Ratings,ERIE,PA,0.56,0.41758241799999996
1265,9355,638 - DIABETES W CC,390065,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,PA,17325,PA - Harrisburg,16,13966.38,5023.0,3957.25,40.8781,-77.7996,28502,12.87228777,40.3,GETTYSBURG HOSPITAL,17325,3.3,5,50,91,Star Ratings,GETTYSBURG,PA,0.66,0.549450549
1266,9356,638 - DIABETES W CC,390067,PINNACLE HEALTH HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,17105,PA - Harrisburg,51,18494.12,6934.75,4529.65,40.8781,-77.7996,28502,12.87228777,40.3,PINNACLE HEALTH HOSPITALS,17105,3.5,5,58,91,Star Ratings,HARRISBURG,PA,0.7,0.6373626370000001
1267,9357,638 - DIABETES W CC,390070,LOWER BUCKS HOSPITAL,501 BATH ROAD,BRISTOL,PA,19007,PA - Philadelphia,14,36202.29,5635.07,5073.07,40.8781,-77.7996,28502,12.87228777,40.3,LOWER BUCKS HOSPITAL,19007,2.3,5,26,91,Star Ratings,BRISTOL,PA,0.46,0.28571428600000004
1268,9358,638 - DIABETES W CC,390073,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,PA - Altoona,43,17873.65,6114.37,5033.58,40.8781,-77.7996,28502,12.87228777,40.3,UPMC ALTOONA,16601,2.1,5,23,91,Star Ratings,ALTOONA,PA,0.42,0.252747253
