,DRG Definition,Provider ID,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Hospital Name,Zipcode,Score,Score Range,Rank,Rank Range,Function,City,State_x,Score Percentile,Rank Percentile,Major City,State_y,Population,Population Density,Median Home Value,median Household Income
1714,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390065,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,PA,17325,PA - Harrisburg,107,64318.54,16302.69,10274.33,GETTYSBURG HOSPITAL,17325,2.1,3,16,34,Consumer Satisfaction,GETTYSBURG,PA,0.7000000000000001,0.4705882352941176,Gettysburg,PA,27619.0,215.0,217000.0,59529.0
1715,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390068,HEART OF LANCASTER MEDICAL CENTER,1500 HIGHLANDS DRIVE,LITITZ,PA,17543,PA - Lancaster,20,99085.2,13463.95,12283.75,HEART OF LANCASTER REGIONAL MEDICAL CENTER,17543,2.0,3,12,34,Consumer Satisfaction,LITITZ,PA,0.6666666666666666,0.35294117647058826,Lititz,PA,42626.0,615.0,216800.0,67111.0
1716,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390072,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,PA,18603,PA - Danville,66,206858.86,12256.8,10483.27,BERWICK HOSPITAL CENTER,18603,2.1,3,16,34,Consumer Satisfaction,BERWICK,PA,0.7000000000000001,0.4705882352941176,Berwick,PA,19320.0,375.0,115400.0,42966.0
1717,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390073,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,PA - Altoona,120,50364.67,13077.86,11396.82,UPMC ALTOONA,16601,1.7,3,2,34,Consumer Satisfaction,ALTOONA,PA,0.5666666666666667,0.05882352941176471,Altoona,PA,33870.0,392.0,91800.0,38121.0
1718,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390076,BRANDYWINE HOSPITAL,201 REECEVILLE ROAD,COATESVILLE,PA,19320,PA - Lancaster,59,201428.27,13433.03,10463.39,BRANDYWINE HOSPITAL,19320,1.8,3,5,34,Consumer Satisfaction,COATESVILLE,PA,0.6,0.14705882352941174,Coatesville,PA,52342.0,619.0,228600.0,67460.0
1719,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390080,JEANES HOSPITAL,7600 CENTRAL AVENUE,PHILADELPHIA,PA,19111,PA - Philadelphia,65,84458.35,15603.18,11264.08,JEANES HOSPITAL,19111,1.9,3,8,34,Consumer Satisfaction,PHILADELPHIA,PA,0.6333333333333333,0.2352941176470588,Philadelphia,PA,63090.0,13059.0,179300.0,44123.0
1720,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390081,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVE,DREXEL HILL,PA,19026,PA - Philadelphia,79,83916.86,15457.58,13315.19,DELAWARE COUNTY MEMORIAL HOSPITAL,19026,1.8,3,4,34,Consumer Satisfaction,DREXEL HILL,PA,0.6,0.1176470588235294,Drexel Hill,PA,30738.0,8488.0,197900.0,66783.0
1721,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390086,PENN HIGHLANDS DUBOIS,100 HOSPITAL AVENUE,DUBOIS,PA,15801,PA - Pittsburgh,100,28839.12,11740.96,10051.09,PENN HIGHLANDS DUBOIS,15801,2.0,3,13,34,Consumer Satisfaction,DUBOIS,PA,0.6666666666666666,0.38235294117647056,Du Bois,PA,19270.0,298.0,107200.0,44277.0
1722,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390090,WEST PENN HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,PA - Pittsburgh,56,43741.75,17315.7,12882.62,WESTERN PENNSYLVANIA HOSPITAL,15224,1.8,3,4,34,Consumer Satisfaction,PITTSBURGH,PA,0.6,0.1176470588235294,Pittsburgh,PA,10141.0,10075.0,86600.0,38058.0
1723,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390091,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346,PA - Erie,73,38958.29,11256.3,9850.97,UPMC NORTHWEST,16346,1.9,3,7,34,Consumer Satisfaction,SENECA,PA,0.6333333333333333,0.2058823529411765,Seneca,PA,3247.0,198.0,96500.0,45366.0
1724,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390096,ST JOSEPH MEDICAL CENTER,2500 BERNVILLE ROAD,READING,PA,19605,PA - Reading,67,57789.4,14966.39,10931.72,ST JOSEPH MEDICAL CENTER,19605,1.8,3,3,34,Consumer Satisfaction,READING,PA,0.6,0.08823529411764706,Reading,PA,18985.0,1134.0,154400.0,58033.0
1725,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1648 HUNTINGDON PIKE,MEADOWBROOK,PA,19046,PA - Philadelphia,200,41903.98,13714.54,11577.92,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,19046,1.9,3,8,34,Consumer Satisfaction,MEADOWBROOK,PA,0.6333333333333333,0.2352941176470588,Jenkintown,PA,17809.0,2689.0,308600.0,78715.0
1726,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390102,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,15215,PA - Pittsburgh,190,69903.41,13953.53,10553.67,UPMC ST MARGARET,15215,2.1,3,18,34,Consumer Satisfaction,PITTSBURGH,PA,0.7000000000000001,0.5294117647058824,Pittsburgh,PA,12615.0,2051.0,196300.0,60148.0
1727,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390104,KANE COMMUNITY HOSPITAL,4372 ROUTE 6,KANE,PA,16735,PA - Erie,11,39391.18,15595.27,14409.0,KANE COMMUNITY HOSPITAL,16735,2.0,3,13,34,Consumer Satisfaction,KANE,PA,0.6666666666666666,0.38235294117647056,Kane,PA,6309.0,23.0,73900.0,42849.0
1728,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390107,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,PA - Pittsburgh,177,62601.27,11410.53,9331.26,UPMC PASSAVANT,15237,2.0,3,12,34,Consumer Satisfaction,PITTSBURGH,PA,0.6666666666666666,0.35294117647058826,Pittsburgh,PA,41895.0,1730.0,176400.0,69103.0
1729,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390110,CONEMAUGH MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,PA - Johnstown,99,43118.77,13216.7,10379.48,MEMORIAL MEDICAL CENTER,15905,1.9,3,9,34,Consumer Satisfaction,JOHNSTOWN,PA,0.6333333333333333,0.2647058823529412,Johnstown,PA,21226.0,592.0,101200.0,51267.0
1730,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390112,WINDBER HOSPITAL,600 SOMERSET AVENUE,WINDBER,PA,15963,PA - Johnstown,81,25542.89,9675.25,8383.1,WINDBER HOSPITAL,15963,2.1,3,21,34,Consumer Satisfaction,WINDBER,PA,0.7000000000000001,0.6176470588235294,Windber,PA,11114.0,114.0,87000.0,41352.0
1731,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390113,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,16335,PA - Erie,275,33887.04,13000.18,11264.79,MEADVILLE MEDICAL CENTER,16335,2.1,3,16,34,Consumer Satisfaction,MEADVILLE,PA,0.7000000000000001,0.4705882352941176,Meadville,PA,28445.0,254.0,102700.0,40741.0
1732,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,PITTSBURGH,PA,15213,PA - Pittsburgh,251,52041.55,18877.45,15987.91,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,15213,1.9,3,9,34,Consumer Satisfaction,PITTSBURGH,PA,0.6333333333333333,0.2647058823529412,Pittsburgh,PA,30844.0,14474.0,122600.0,21928.0
1733,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,PA - Pittsburgh,379,99611.02,16537.72,12463.38,UPMC PRESBYTERIAN SHADYSIDE,15213,2.0,3,13,34,Consumer Satisfaction,PITTSBURGH,PA,0.6666666666666666,0.38235294117647056,Pittsburgh,PA,30844.0,14474.0,122600.0,21928.0
1734,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,PA - Philadelphia,227,68405.7,15308.19,11695.85,ARIA HEALTH,19114,1.8,3,3,34,Consumer Satisfaction,PHILADELPHIA,PA,0.6,0.08823529411764706,Philadelphia,PA,30907.0,5520.0,196800.0,54074.0
1735,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390116,SUBURBAN COMMUNITY HOSPITAL,2701 DEKALB PIKE,NORRISTOWN,PA,19401,PA - Philadelphia,12,70350.75,16366.42,14026.67,MERCY SUBURBAN HOSPITAL,19401,1.7,3,1,34,Consumer Satisfaction,NORRISTOWN,PA,0.5666666666666667,0.029411764705882356,Norristown,PA,41753.0,6922.0,172700.0,48791.0
1736,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390118,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701,PA - Erie,33,31809.33,12612.82,10467.18,BRADFORD REGIONAL MEDICAL CENTER,16701,1.8,3,4,34,Consumer Satisfaction,BRADFORD,PA,0.6,0.1176470588235294,Bradford,PA,17980.0,83.0,74300.0,40516.0
1737,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,PA,18431,PA - Scranton,56,50271.14,14227.2,12986.71,WAYNE MEMORIAL HOSPITAL,18431,2.1,3,18,34,Consumer Satisfaction,HONESDALE,PA,0.7000000000000001,0.5294117647058824,Honesdale,PA,12666.0,94.0,171500.0,43906.0
1738,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,PA,19460,PA - Philadelphia,85,123577.01,12381.11,10266.74,PHOENIXVILLE HOSPITAL,19460,2.0,3,12,34,Consumer Satisfaction,PHOENIXVILLE,PA,0.6666666666666666,0.35294117647058826,Phoenixville,PA,40154.0,1136.0,277200.0,79227.0
1739,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,PA - Philadelphia,648,48039.85,15227.05,11435.69,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,19010,2.1,3,21,34,Consumer Satisfaction,BRYN MAWR,PA,0.7000000000000001,0.6176470588235294,Bryn Mawr,PA,21103.0,2504.0,575000.0,103737.0
1740,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,PA - Philadelphia,71,98336.11,25567.8,16535.27,ALBERT EINSTEIN MEDICAL CENTER,19141,1.7,3,1,34,Consumer Satisfaction,PHILADELPHIA,PA,0.5666666666666667,0.029411764705882356,Philadelphia,PA,31376.0,17301.0,89900.0,29601.0
1741,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390145,EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,PA - Pittsburgh,199,23030.54,11901.99,9831.81,EXCELA HEALTH WESTMORELAND HOSPITAL,15601,2.0,3,14,34,Consumer Satisfaction,GREENSBURG,PA,0.6666666666666666,0.4117647058823529,Greensburg,PA,59483.0,690.0,152400.0,52719.0
1742,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390147,MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,PA - Pittsburgh,82,44500.63,11566.26,9369.49,MONONGAHELA VALLEY HOSPITAL,15063,2.1,3,21,34,Consumer Satisfaction,MONONGAHELA,PA,0.7000000000000001,0.6176470588235294,Monongahela,PA,11677.0,410.0,105500.0,48877.0
1743,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390151,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201,PA - Harrisburg,322,30426.93,14199.01,12256.76,CHAMBERSBURG HOSPITAL,17201,2.1,3,18,34,Consumer Satisfaction,CHAMBERSBURG,PA,0.7000000000000001,0.5294117647058824,Chambersburg,PA,25293.0,1335.0,165700.0,42823.0
1744,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390153,MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,PA - Philadelphia,252,52530.0,13485.61,11347.97,MAIN LINE HOSPITAL PAOLI,19301,2.1,3,18,34,Consumer Satisfaction,PAOLI,PA,0.7000000000000001,0.5294117647058824,Paoli,PA,6402.0,1905.0,377000.0,98148.0
1745,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390157,OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,PA - Pittsburgh,30,57065.63,12564.73,7970.2,OHIO VALLEY GENERAL HOSPITAL,15136,1.8,3,6,34,Consumer Satisfaction,MCKEES ROCKS,PA,0.6,0.17647058823529413,Mc Kees Rocks,PA,21849.0,1963.0,104500.0,40034.0
1746,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,PA - Pittsburgh,35,29401.74,10567.71,8399.54,CANONSBURG GENERAL HOSPITAL,15317,1.9,3,7,34,Consumer Satisfaction,CANONSBURG,PA,0.6333333333333333,0.2058823529411765,Canonsburg,PA,36535.0,799.0,214100.0,65402.0
1747,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390162,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,PA,18042,PA - Allentown,64,215716.92,14263.88,12334.75,EASTON HOSPITAL,18042,1.8,3,5,34,Consumer Satisfaction,EASTON,PA,0.6,0.14705882352941174,Easton,PA,41570.0,1964.0,149300.0,45441.0
1748,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390173,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,INDIANA,PA,15701,PA - Pittsburgh,45,39524.22,12230.84,10688.71,INDIANA REGIONAL MEDICAL CENTER,15701,2.0,3,14,34,Consumer Satisfaction,INDIANA,PA,0.6666666666666666,0.4117647058823529,Indiana,PA,34704.0,301.0,132600.0,40411.0
1749,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,654,56881.2,20278.27,15371.37,THOMAS JEFFERSON UNIVERSITY HOSPITAL,19107,2.1,3,16,34,Consumer Satisfaction,PHILADELPHIA,PA,0.7000000000000001,0.4705882352941176,Philadelphia,PA,14875.0,27085.0,306200.0,44402.0
1750,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,338,71104.15,17824.53,14885.96,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,19107,1.9,3,8,34,Consumer Satisfaction,PHILADELPHIA,PA,0.6333333333333333,0.2352941176470588,Philadelphia,PA,14875.0,27085.0,306200.0,44402.0
1751,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390178,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,16125,PA - Erie,121,55307.67,12162.26,10318.83,UPMC HORIZON,16125,1.9,3,7,34,Consumer Satisfaction,GREENVILLE,PA,0.6333333333333333,0.2058823529411765,Greenville,PA,18186.0,166.0,93000.0,41239.0
1752,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,PA - Philadelphia,230,40537.13,12660.7,11225.79,CHESTER COUNTY HOSPITAL,19380,2.2,3,26,34,Consumer Satisfaction,WEST CHESTER,PA,0.7333333333333334,0.7647058823529411,West Chester,PA,49534.0,1570.0,366900.0,84843.0
1753,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,360 W RUDDLE STREET,COALDALE,PA,18218,PA - Allentown,20,80381.5,15358.9,11500.2,ST LUKE'S MINERS MEMORIAL HOSPITAL,18218,2.2,3,22,34,Consumer Satisfaction,COALDALE,PA,0.7333333333333334,0.6470588235294118,Coaldale,PA,2281.0,1049.0,49400.0,30773.0
1754,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390185,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,PA,18201,PA - Allentown,32,61113.78,11906.38,10760.12,LEHIGH VALLEY HOSPITAL - HAZLETON,18201,1.8,3,5,34,Consumer Satisfaction,HAZLETON,PA,0.6,0.14705882352941174,Hazleton,PA,27516.0,1278.0,87000.0,32720.0
1755,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390194,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,PA - Allentown,42,44360.5,12212.31,10964.31,GNADEN HUETTEN MEMORIAL HOSPITAL,18235,1.8,3,5,34,Consumer Satisfaction,LEHIGHTON,PA,0.6,0.14705882352941174,Lehighton,PA,19353.0,244.0,169300.0,51865.0
1756,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390195,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,PA,19096,PA - Philadelphia,256,50193.46,16816.67,13246.5,MAIN LINE HOSPITAL LANKENAU,19096,2.0,3,14,34,Consumer Satisfaction,WYNNEWOOD,PA,0.6666666666666666,0.4117647058823529,Wynnewood,PA,13572.0,3873.0,470400.0,111563.0
1757,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390197,SACRED HEART HOSPITAL,421 CHEW STREET,ALLENTOWN,PA,18102,PA - Allentown,11,96474.45,15870.91,12527.45,SACRED HEART HOSPITAL,18102,1.7,3,2,34,Consumer Satisfaction,ALLENTOWN,PA,0.5666666666666667,0.05882352941176471,Allentown,PA,49779.0,16610.0,94300.0,26575.0
1758,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,PA - Erie,19,37593.63,14608.05,11514.95,MILLCREEK COMMUNITY HOSPITAL,16509,1.8,3,6,34,Consumer Satisfaction,ERIE,PA,0.6,0.17647058823529413,Erie,PA,26810.0,703.0,143100.0,56680.0
1759,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,PA - Pittsburgh,13,23639.23,12859.46,10651.0,PUNXSUTAWNEY AREA HOSPITAL,15767,2.1,3,16,34,Consumer Satisfaction,PUNXSUTAWNEY,PA,0.7000000000000001,0.4705882352941176,Punxsutawney,PA,14668.0,89.0,90400.0,39740.0
1760,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390201,LEHIGH VALLEY HOSPITAL - POCONO,206 EAST BROWN STREET,EAST STROUDSBURG,PA,18301,PA - Allentown,138,39087.27,13421.04,11666.3,POCONO MEDICAL CENTER,18301,1.8,3,4,34,Consumer Satisfaction,EAST STROUDSBURG,PA,0.6,0.1176470588235294,East Stroudsburg,PA,28561.0,724.0,207300.0,57945.0
1761,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390203,DOYLESTOWN HOSPITAL,595 WEST STATE ST,DOYLESTOWN,PA,18901,PA - Philadelphia,320,45870.6,13372.82,11000.42,DOYLESTOWN HOSPITAL,18901,2.2,3,22,34,Consumer Satisfaction,DOYLESTOWN,PA,0.7333333333333334,0.6470588235294118,Doylestown,PA,27598.0,1369.0,399700.0,84056.0
1762,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390204,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,PA,19152,PA - Philadelphia,81,71225.31,15492.27,11404.6,NAZARETH HOSPITAL,19152,1.7,3,2,34,Consumer Satisfaction,PHILADELPHIA,PA,0.5666666666666667,0.05882352941176471,Philadelphia,PA,33293.0,11811.0,198200.0,50584.0
1763,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,PA,16146,OH - Youngstown,108,80962.51,12094.36,10182.46,SHARON REGIONAL HEALTH SYSTEM,16146,1.9,3,7,34,Consumer Satisfaction,SHARON,PA,0.6333333333333333,0.2058823529411765,Sharon,PA,14040.0,3674.0,61000.0,31135.0
1764,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390220,JENNERSVILLE HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,PA - Lancaster,15,158525.73,12442.0,11139.07,JENNERSVILLE REGIONAL HOSPITAL,19390,1.8,3,5,34,Consumer Satisfaction,WEST GROVE,PA,0.6,0.14705882352941174,West Grove,PA,13425.0,514.0,282700.0,77462.0
1765,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,PA - Philadelphia,418,62799.33,13890.38,11093.8,RIDDLE MEMORIAL HOSPITAL,19063,2.0,3,13,34,Consumer Satisfaction,MEDIA,PA,0.6666666666666666,0.38235294117647056,Media,PA,35704.0,1547.0,353200.0,87347.0
1766,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PA - Philadelphia,407,79741.44,17979.76,15022.48,PENN PRESBYTERIAN MEDICAL CENTER,19104,1.9,3,8,34,Consumer Satisfaction,PHILADELPHIA,PA,0.6333333333333333,0.2352941176470588,Philadelphia,PA,51808.0,17232.0,108500.0,19236.0
1767,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,EPHRATA,PA,17522,PA - Lancaster,135,45744.21,12059.56,9334.45,EPHRATA COMMUNITY HOSPITAL,17522,2.0,3,14,34,Consumer Satisfaction,EPHRATA,PA,0.6666666666666666,0.4117647058823529,Ephrata,PA,32483.0,743.0,176200.0,54669.0
1768,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390228,ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,PA - Pittsburgh,207,39128.54,11443.51,7627.06,ST CLAIR MEMORIAL HOSPITAL,15243,2.2,3,22,34,Consumer Satisfaction,PITTSBURGH,PA,0.7333333333333334,0.6470588235294118,Pittsburgh,PA,13406.0,4457.0,170100.0,74500.0
1769,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,PA - Philadelphia,482,42536.27,15455.37,12280.14,ABINGTON MEMORIAL HOSPITAL,19001,2.0,3,13,34,Consumer Satisfaction,ABINGTON,PA,0.6666666666666666,0.38235294117647056,Abington,PA,17020.0,4916.0,250800.0,68345.0
1770,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390233,HANOVER HOSPITAL,300 HIGHLAND AVE,HANOVER,PA,17331,PA - York,200,31784.34,15056.79,12193.11,HANOVER HOSPITAL,17331,2.0,3,14,34,Consumer Satisfaction,HANOVER,PA,0.6666666666666666,0.4117647058823529,Hanover,PA,50292.0,663.0,184000.0,59322.0
1771,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390256,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,PA,17033,PA - Harrisburg,212,53233.58,18431.86,13517.85,MILTON S HERSHEY MEDICAL CENTER,17033,2.0,3,14,34,Consumer Satisfaction,HERSHEY,PA,0.6666666666666666,0.4117647058823529,Hershey,PA,16972.0,660.0,230400.0,56177.0
1772,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,PA - Allentown,104,82939.43,13861.5,11489.88,LEHIGH VALLEY HOSPITAL - MUHLENBERG,18017,2.0,3,13,34,Consumer Satisfaction,BETHLEHEM,PA,0.6666666666666666,0.38235294117647056,Bethlehem,PA,37549.0,2316.0,231300.0,62882.0
