Provider ID,Hospital name,City,State,Payment,Lower estimate,Higher estimate,Payment category,Value of care display name,Value of care category
410004,ROGER WILLIAMS MEDICAL CENTER,PROVIDENCE,RI,"$17,703","$16,021","$19,592",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,CHARLESTON,SC,"$18,171","$17,117","$19,245",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390076,BRANDYWINE HOSPITAL,COATESVILLE,PA,"$18,460","$17,032","$19,964",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390137,WILKES-BARRE GENERAL HOSPITAL,WILKES-BARRE,PA,"$26,905","$25,046","$28,849",Greater Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Higher Payment
420079,TRIDENT MEDICAL CENTER,CHARLESTON,SC,"$18,425","$17,613","$19,248",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420030,COLLETON MEDICAL CENTER,WALTERBORO,SC,"$17,016","$15,643","$18,466",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420080,HILTON HEAD REGIONAL MEDICAL CENTER,HILTON HEAD ISLAND,SC,"$15,938","$15,058","$16,838",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
390102,UPMC ST MARGARET,PITTSBURGH,PA,"$21,625","$20,794","$22,504",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390204,NAZARETH HOSPITAL,PHILADELPHIA,PA,"$19,695","$18,643","$20,833",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390147,MONONGAHELA VALLEY HOSPITAL,MONONGAHELA,PA,"$21,751","$20,522","$23,175",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
420036,MUSC HEALTH LANCASTER MEDICAL CENTER,LANCASTER,SC,"$17,113","$15,734","$18,454",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
410009,KENT COUNTY MEMORIAL HOSPITAL,WARWICK,RI,"$17,046","$16,098","$18,008",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420071,SELF REGIONAL HEALTHCARE,GREENWOOD,SC,"$17,953","$16,919","$18,959",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
430089,DUNES SURGICAL HOSPITAL,DAKOTA DUNES,SD,"$17,895","$17,492","$18,312",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390133,LEHIGH VALLEY HOSPITAL,ALLENTOWN,PA,"$23,982","$22,908","$25,057",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390104,KANE COMMUNITY HOSPITAL,KANE,PA,"$15,247","$13,283","$17,470",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,PITTSBURGH,PA,"$15,853","$13,807","$18,237",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420066,LAKE CITY COMMUNITY HOSPITAL,LAKE CITY,SC,"$16,186","$14,111","$18,652",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390137,WILKES-BARRE GENERAL HOSPITAL,WILKES-BARRE,PA,"$23,004","$22,253","$23,792",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
390150,WASHINGTON HEALTH SYSTEM GREENE,WAYNESBURG,PA,"$16,501","$14,406","$18,694",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390228,ST CLAIR HOSPITAL,PITTSBURGH,PA,"$20,226","$19,472","$21,029",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
440104,ERLANGER MEDICAL CENTER,CHATTANOOGA,TN,"$18,603","$17,546","$19,755",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
420082,AIKEN REGIONAL MEDICAL CENTER,AIKEN,SC,"$24,509","$22,324","$26,857",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PHILADELPHIA,PA,"$24,115","$22,020","$26,334",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390100,LANCASTER GENERAL HOSPITAL,LANCASTER,PA,"$17,895","$17,249","$18,577",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
390070,LOWER BUCKS HOSPITAL,BRISTOL,PA,"$27,262","$24,201","$30,962",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
420066,LAKE CITY COMMUNITY HOSPITAL,LAKE CITY,SC,"$16,311","$14,012","$18,654",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420105,MCLEOD LORIS  HOSPITAL,LORIS,SC,"$17,284","$16,269","$18,271",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390113,MEADVILLE MEDICAL CENTER,MEADVILLE,PA,"$17,762","$17,201","$18,325",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
420015,GHS BAPTIST EASLEY HOSPITAL,EASLEY,SC,"$24,894","$21,538","$28,568",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
420070,PALMETTO HEALTH TUOMEY HOSPITAL,SUMTER,SC,"$17,027","$16,043","$17,923",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
420070,PALMETTO HEALTH TUOMEY HOSPITAL,SUMTER,SC,"$24,512","$22,023","$27,208",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390153,MAIN LINE HOSPITAL PAOLI,PAOLI,PA,"$18,320","$17,328","$19,336",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,SPARTANBURG,SC,"$24,114","$21,093","$27,639",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390086,PENN HIGHLANDS DUBOIS,DUBOIS,PA,"$17,421","$16,289","$18,589",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
410008,SOUTH COUNTY HOSPITAL INC,WAKEFIELD,RI,"$17,042","$15,740","$18,465",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,MONTROSE,PA,"$17,776","$15,552","$20,121",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390314,COORDINATED HEALTH ORTHOPEDIC HOSPITAL,BETHLEHEM,PA,"$19,131","$18,672","$19,603",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,EPHRATA,PA,"$21,506","$20,652","$22,425",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390080,JEANES HOSPITAL,PHILADELPHIA,PA,"$22,678","$21,202","$24,336",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390071,LOCK HAVEN HOSPITAL,LOCK HAVEN,PA,"$17,143","$15,178","$18,984",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
410009,KENT COUNTY MEMORIAL HOSPITAL,WARWICK,RI,"$23,806","$22,337","$25,298",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
390231,ABINGTON MEMORIAL HOSPITAL,ABINGTON,PA,"$17,474","$16,833","$18,143",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
410009,KENT COUNTY MEMORIAL HOSPITAL,WARWICK,RI,"$18,367","$17,456","$19,242",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420070,PALMETTO HEALTH TUOMEY HOSPITAL,SUMTER,SC,"$16,423","$15,544","$17,357",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420086,PALMETTO HEALTH BAPTIST,COLUMBIA,SC,"$17,414","$16,209","$18,650",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420037,GHS HILLCREST MEMORIAL HOSPITAL,SIMPSONVILLE,SC,"$18,978","$17,302","$20,853",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390157,OHIO VALLEY GENERAL HOSPITAL,MCKEES ROCKS,PA,"$17,822","$15,662","$19,935",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,SPARTANBURG,SC,"$25,156","$23,992","$26,359",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
420043,CHEROKEE MEDICAL CENTER,GAFFNEY,SC,"$18,573","$16,644","$20,483",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420071,SELF REGIONAL HEALTHCARE,GREENWOOD,SC,"$22,982","$22,178","$23,833",Greater Than the National Average Payment,Value of Care hip/knee replacement,Better Complications and Higher Payment
420015,GHS BAPTIST EASLEY HOSPITAL,EASLEY,SC,"$17,962","$16,262","$19,879",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,CORRY,PA,"$18,570","$16,158","$21,460",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390329,EINSTEIN MEDICAL CENTER MONTGOMERY,EAST NORRITON,PA,"$16,825","$15,778","$17,919",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390123,POTTSTOWN HOSPITAL,POTTSTOWN,PA,"$19,182","$17,793","$20,723",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
420107,MCLEOD HEALTH CHERAW,CHERAW,SC,"$17,729","$16,163","$19,368",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,HAZLETON,PA,"$27,029","$24,596","$29,703",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
440015,UNIVERSITY OF TN MEDICAL CENTER (THE),KNOXVILLE,TN,"$17,156","$16,207","$18,148",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390117,UPMC BEDFORD MEMORIAL,EVERETT,PA,"$19,697","$17,750","$21,701",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
391316,UPMC SUSQUEHANNA SOLDIERS & SAILORS,WELLSBORO,PA,"$16,410","$14,616","$18,172",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390290,HAHNEMANN UNIVERSITY HOSPITAL,PHILADELPHIA,PA,"$23,824","$21,198","$26,887",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390220,JENNERSVILLE HOSPITAL,WEST GROVE,PA,"$17,544","$16,171","$18,872",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420026,PROVIDENCE HEALTH,COLUMBIA,SC,"$16,370","$15,572","$17,220",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390084,SUNBURY COMMUNITY HOSPITAL,SUNBURY,PA,"$16,479","$14,273","$18,742",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390100,LANCASTER GENERAL HOSPITAL,LANCASTER,PA,"$17,398","$16,748","$18,041",No Different Than the National Average Payment,Value of Care Pneumonia measure,Better Mortality and Average Payment
391315,PENN HIGHLANDS ELK,SAINT MARYS,PA,"$16,060","$14,626","$17,643",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390267,FORBES HOSPITAL,MONROEVILLE,PA,"$20,022","$18,618","$21,515",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
420019,MUSC HEALTH CHESTER MEDICAL CENTER,CHESTER,SC,"$16,574","$14,637","$18,631",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,EASTON,PA,"$17,007","$15,983","$18,076",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390071,LOCK HAVEN HOSPITAL,LOCK HAVEN,PA,"$17,152","$15,400","$19,201",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390137,WILKES-BARRE GENERAL HOSPITAL,WILKES-BARRE,PA,"$20,340","$19,450","$21,292",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
440068,STARR REGIONAL MEDICAL CENTER ATHENS,ATHENS,TN,"$17,531","$16,384","$18,692",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
390267,FORBES HOSPITAL,MONROEVILLE,PA,"$19,773","$18,616","$21,023",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390156,MERCY FITZGERALD HOSPITAL,DARBY,PA,"$25,064","$22,117","$28,424",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,COALDALE,PA,"$18,978","$17,419","$20,430",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390125,WAYNE MEMORIAL HOSPITAL,HONESDALE,PA,"$17,322","$16,180","$18,532",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420020,TIDELANDS HEALTH,GEORGETOWN,SC,"$17,402","$16,035","$18,806",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
410004,ROGER WILLIAMS MEDICAL CENTER,PROVIDENCE,RI,"$18,809","$17,148","$20,548",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,EASTON,PA,"$26,358","$23,634","$29,198",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390071,LOCK HAVEN HOSPITAL,LOCK HAVEN,PA,"$25,649","$22,359","$29,616",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
410013,WESTERLY HOSPITAL,WESTERLY,RI,"$24,387","$21,517","$27,771",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390256,MILTON S HERSHEY MEDICAL CENTER,HERSHEY,PA,"$21,930","$20,265","$23,679",Less Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Lower Payment
390119,MOSES TAYLOR HOSPITAL,SCRANTON,PA,"$24,834","$23,735","$25,987",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
410012,THE MIRIAM HOSPITAL,PROVIDENCE,RI,"$21,370","$20,113","$22,779",Less Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Lower Payment
420072,HAMPTON REGIONAL MEDICAL CENTER,VARNVILLE,SC,"$14,486","$12,471","$16,444",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
390162,EASTON HOSPITAL,EASTON,PA,"$19,302","$18,178","$20,399",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
390237,REGIONAL HOSPITAL OF SCRANTON,SCRANTON,PA,"$24,213","$22,578","$26,028",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
440072,WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL,DYERSBURG,TN,"$25,837","$23,446","$28,305",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390125,WAYNE MEMORIAL HOSPITAL,HONESDALE,PA,"$16,904","$15,551","$18,411",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390072,BERWICK HOSPITAL CENTER,BERWICK,PA,"$16,009","$14,102","$18,218",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,BRYN MAWR,PA,"$19,362","$18,980","$19,746",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390217,EXCELA HEALTH FRICK HOSPITAL,MOUNT PLEASANT,PA,"$20,432","$18,108","$23,064",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
390101,MEMORIAL HOSPITAL,YORK,PA,"$24,219","$21,828","$26,930",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390119,MOSES TAYLOR HOSPITAL,SCRANTON,PA,"$19,912","$18,537","$21,249",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
390201,LEHIGH VALLEY HOSPITAL - POCONO,EAST STROUDSBURG,PA,"$17,041","$16,196","$17,896",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390100,LANCASTER GENERAL HOSPITAL,LANCASTER,PA,"$24,331","$23,154","$25,582",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
420055,CAROLINAS HOSPITAL SYSTEM MARION,MULLINS,SC,"$17,239","$15,808","$18,723",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420020,TIDELANDS HEALTH,GEORGETOWN,SC,"$21,186","$19,991","$22,448",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
420011,CANNON MEMORIAL HOSPITAL,PICKENS,SC,"$16,834","$14,857","$18,832",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390113,MEADVILLE MEDICAL CENTER,MEADVILLE,PA,"$16,729","$15,395","$18,144",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390145,EXCELA HEALTH WESTMORELAND HOSPITAL,GREENSBURG,PA,"$19,899","$18,679","$21,176",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
410007,RHODE ISLAND HOSPITAL,PROVIDENCE,RI,"$17,644","$16,745","$18,532",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,SPARTANBURG,SC,"$19,238","$17,687","$20,828",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420030,COLLETON MEDICAL CENTER,WALTERBORO,SC,"$17,327","$15,855","$18,787",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
420049,CONWAY MEDICAL CENTER,CONWAY,SC,"$25,198","$22,339","$28,331",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390226,PENNSYLVANIA HOSPITAL,PHILADELPHIA,PA,"$24,364","$21,541","$27,500",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
420085,GRAND STRAND REGIONAL MEDICAL CENTER,MYRTLE BEACH,SC,"$19,263","$18,777","$19,749",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390197,SACRED HEART HOSPITAL,ALLENTOWN,PA,"$18,117","$16,078","$20,409",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420070,PALMETTO HEALTH TUOMEY HOSPITAL,SUMTER,SC,"$18,645","$17,935","$19,457",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
420078,GHS GREENVILLE MEMORIAL HOSPITAL,GREENVILLE,SC,"$19,102","$18,199","$20,049",Greater Than the National Average Payment,Value of Care Heart Failure measur,Worse Mortality and Higher Payment
391305,TROY COMMUNITY HOSPITAL,TROY,PA,"$15,602","$13,680","$17,709",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390256,MILTON S HERSHEY MEDICAL CENTER,HERSHEY,PA,"$18,004","$17,338","$18,677",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
420079,TRIDENT MEDICAL CENTER,CHARLESTON,SC,"$21,517","$20,938","$22,120",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390179,CHESTER COUNTY HOSPITAL,WEST CHESTER,PA,"$18,575","$17,985","$19,155",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390211,SHARON REGIONAL HEALTH SYSTEM,SHARON,PA,"$24,727","$22,301","$27,346",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390070,LOWER BUCKS HOSPITAL,BRISTOL,PA,"$17,801","$15,964","$19,813",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,COALDALE,PA,"$21,591","$19,372","$24,065",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
391313,UPMC COLE,COUDERSPORT,PA,"$18,787","$17,963","$19,678",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390226,PENNSYLVANIA HOSPITAL,PHILADELPHIA,PA,"$22,514","$21,849","$23,182",Greater Than the National Average Payment,Value of Care hip/knee replacement,Worse Complications and Higher Payment
390178,UPMC HORIZON,GREENVILLE,PA,"$16,485","$15,295","$17,690",Less Than the National Average Payment,Value of Care Pneumonia measure,Better Mortality and Lower Payment
420105,MCLEOD LORIS  HOSPITAL,LORIS,SC,"$18,223","$17,006","$19,520",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390067,PINNACLE HEALTH HOSPITALS,HARRISBURG,PA,"$18,025","$17,293","$18,807",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
390173,INDIANA REGIONAL MEDICAL CENTER,INDIANA,PA,"$24,872","$22,094","$27,955",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390231,ABINGTON MEMORIAL HOSPITAL,ABINGTON,PA,"$16,980","$16,229","$17,714",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420048,KERSHAWHEALTH,CAMDEN,SC,"$22,251","$20,759","$23,868",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390072,BERWICK HOSPITAL CENTER,BERWICK,PA,"$17,648","$15,631","$19,688",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
391314,TITUSVILLE HOSPITAL,TITUSVILLE,PA,"$24,377","$21,687","$27,362",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
390173,INDIANA REGIONAL MEDICAL CENTER,INDIANA,PA,"$22,558","$20,772","$24,321",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390192,TYLER MEMORIAL HOSPITAL,TUNKHANNOCK,PA,"$14,264","$12,423","$16,144",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
420089,EAST COOPER MEDICAL CENTER,MOUNT PLEASANT,SC,"$16,929","$15,012","$19,008",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,BRYN MAWR,PA,"$18,654","$17,674","$19,641",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420087,ROPER HOSPITAL,CHARLESTON,SC,"$18,216","$17,378","$19,126",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
390204,NAZARETH HOSPITAL,PHILADELPHIA,PA,"$18,939","$17,728","$20,182",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,PITTSBURGH,PA,"$20,719","$20,082","$21,390",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
420109,MCLEOD HEALTH CLARENDON,MANNING,SC,"$14,742","$12,942","$16,890",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
410009,KENT COUNTY MEMORIAL HOSPITAL,WARWICK,RI,"$23,609","$21,696","$25,700",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390316,SURGICAL INSTITUTE OF READING,WYOMISSING,PA,"$19,340","$18,749","$19,926",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
420026,PROVIDENCE HEALTH,COLUMBIA,SC,"$23,796","$22,408","$25,275",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PHILADELPHIA,PA,"$18,094","$17,173","$19,035",No Different Than the National Average Payment,Value of Care Pneumonia measure,Better Mortality and Average Payment
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,WILKES BARRE,PA,"$18,915","$17,986","$19,817",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
420004,MUSC MEDICAL CENTER,CHARLESTON,SC,"$24,538","$22,682","$26,739",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PHILADELPHIA,PA,"$18,149","$17,790","$18,519",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,YORK,PA,"$20,084","$19,243","$20,987",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390096,ST JOSEPH MEDICAL CENTER,READING,PA,"$22,052","$20,687","$23,554",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390096,ST JOSEPH MEDICAL CENTER,READING,PA,"$24,608","$22,385","$27,021",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390267,FORBES HOSPITAL,MONROEVILLE,PA,"$19,567","$18,018","$21,067",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
410007,RHODE ISLAND HOSPITAL,PROVIDENCE,RI,"$20,856","$19,696","$22,050",Less Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Lower Payment
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,NEWBERRY,SC,"$17,105","$15,194","$19,196",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390091,UPMC NORTHWEST,SENECA,PA,"$22,033","$20,547","$23,613",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390192,TYLER MEMORIAL HOSPITAL,TUNKHANNOCK,PA,"$17,378","$15,039","$20,031",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PHILADELPHIA,PA,"$16,619","$15,731","$17,571",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390290,HAHNEMANN UNIVERSITY HOSPITAL,PHILADELPHIA,PA,"$18,034","$16,452","$19,737",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390091,UPMC NORTHWEST,SENECA,PA,"$16,297","$15,292","$17,352",Less Than the National Average Payment,Value of Care Pneumonia measure,Better Mortality and Lower Payment
390222,RIDDLE MEMORIAL HOSPITAL,MEDIA,PA,"$17,958","$17,526","$18,360",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
